	leftRight	frontBack	angular	Roll_Mean	Roll_SD	Roll_FFT_Mean_Real	Roll_FFT_Mean_Imag	Roll_FFT_SD	Pitch_Mean	Pitch_SD	Pitch_FFT_Mean_Real	Pitch_FFT_Mean_Imag	Pitch_FFT_SD	Yaw_Mean	Yaw_SD	Yaw_FFT_Mean_Real	Yaw_FFT_Mean_Imag	Yaw_FFT_SD
0	0	0	0	-17.06	4.7598739479108065	-6.000000000000003	2.842170943040401e-16	125.0959631642844	-11.34	3.6420323996362263	-5.0000000000000036	0.0	84.07139822793481	-104265.4	1.1313708498984758	-104264.0	7.105427357601002e-17	729858.000042474
1	0	-	0	-43.24874623871615	1131.7332445064503	-21.999999999999986	-1.1676561868298377e-13	35760.90092545208	71.320962888666	755.1758105277835	-15.999999999999767	0.0	23951.008266876783	-102104.22467402207	2405.8186806668864	-104266.0	2.1484873837669012e-11	3223181.049688645
2	0	-	0	-951.34	24.190584945387325	-948.0000000000003	0.0	6662.0526116205365	-6269.32	1000.2784300383569	-4129.000000000002	2.1827872842550277e-13	44701.20657208259	-99415.26	28.171482034142254	-99403.99999999999	-2.2737367544323206e-15	695908.4569891358
3	0	-	0	-904.12	57.48517721987121	-947.0000000000001	9.094947017729283e-15	6335.618912150572	-7329.16	167.96480107451086	-7490.000000000001	1.8189894035458565e-14	51294.63738052936	-99541.48	25.108755445063387	-99511.00000000001	-2.2737367544323206e-15	696794.7362250952
4	0	-	0	-1344.2745098039215	188.58930151089575	-1046.9999999999993	-1.7833229446528004e-14	9637.345329498163	-6705.21568627451	122.93108442801062	-6978.999999999999	-8.916614723264002e-15	47381.6426583123	-99612.11764705883	24.611209831408715	-99596.0	-1.1145768404080003e-15	704366.339885716
5	0	-	0	-1690.98	86.74064560516021	-1611.9999999999995	1.8189894035458565e-14	11863.739756080287	-6189.8	161.86574683978077	-6484.000000000003	0.0	43300.680964622254	-99530.58	73.91213432177426	-99633.99999999997	-9.094947017729283e-15	696699.4739132505
6	0	-	0	-1354.4038461538462	197.12542469739964	-1704.0000000000007	8.745141363201234e-14	9721.436673660946	-5551.653846153846	290.6335840495981	-5962.999999999998	0.0	39642.397795794335	-99445.0	13.820274961085254	-99463.99999999997	-2.7328566760003855e-15	710176.6962777644
7	0	-	0	-871.5686274509804	119.32280404341314	-1074.0	-3.566645889305601e-14	6189.820999027354	-6299.980392156863	406.8369857189312	-5499.000000000002	7.133291778611202e-14	44747.95785284509	-99572.49019607843	75.93944247550787	-99460.0	1.7833229446528004e-14	704099.9385761939
8	0	0	0	-658.3877551020408	45.48819821220759	-721.9999999999998	0.0	4562.932500048625	-2541.3061224489797	3318.6681444862515	-6832.999999999998	0.0	28450.449363762255	-99795.0612244898	52.11267547765513	-99709.99999999996	9.28055818135641e-15	691412.8339610135
9	0	-	0	200.1761658031088	391.91016213314276	-579.0000000000001	7.539852449931012e-14	6086.207768389115	5945.746113989638	4876.183438425916	3283.0	1.2063763919889619e-12	106776.07800439198	-99594.97409326425	119.04692483763284	-99813.99999999997	2.1563978006802695e-11	1380013.6091749242
10	0	-	0	-126.06	37.30276665342666	-188.0	9.094947017729283e-15	910.377394271189	-9197.42	1326.7993079588186	-6278.9999999999945	2.9103830456733704e-13	65408.10891624983	-99345.4	17.765134392961983	-99284.00000000001	0.0	695426.5800082708
11	0	-	0	-186.45098039215685	99.39746194051084	-34.99999999999995	8.916614723264002e-15	1508.5125123776734	-10308.607843137255	332.2133190440291	-10676.999999999998	-3.566645889305601e-14	72878.4433148788	-99383.8431372549	14.32996661192231	-99368.0	1.3932210505100003e-15	702752.1420543662
12	0	-	0	-268.34615384615387	102.34291614570645	-367.0000000000001	1.0931426704001542e-14	2038.2504752851157	-8950.25	390.85699111055953	-9651.000000000004	-3.4980565452804934e-14	63877.733992370144	-99373.92307692308	50.33115190486908	-99402.0	0.0	709667.9200048427
13	0	-	0	217.1153846153846	136.9093824180171	46.00000000000007	-4.372570681600617e-15	1850.3551010549297	-8874.038461538461	305.6325069261135	-8404.0	0.0	63475.626944521	-99429.42307692308	81.87991820902829	-99297.0	0.0	710086.8844254202
14	0	-	0	-730.0588235294117	373.4922847072892	-105.00000000000007	3.566645889305601e-14	5855.38862928841	-7666.058823529412	2090.6072240301964	-9270.999999999998	4.279975067166721e-13	55983.41252549723	-99818.01960784313	139.50971435655023	-99574.00000000001	3.566645889305601e-14	705855.1551805795
15	0	+	0	131.8671875	1201.028424572738	-1313.0	0.0	23640.253636541212	2755.8776041666665	4603.074047932355	-2807.0	6.063298011819521e-13	105094.48673455711	-99756.00520833333	526.998537290386	-100076.00000000001	-1.5158245029548803e-13	1952274.4434161915
16	0	+	0	458.09615384615387	605.3788470426974	1280.0	-1.049416963584148e-13	5322.692269895001	6501.7692307692305	1144.4941209544975	3894.0	3.4980565452804934e-13	47446.243265405115	-98472.05769230769	117.32178194074395	-98680.99999999997	-8.745141363201234e-15	703202.3717167057
17	0	+	0	-1278.1	309.76844577845566	-634.0000000000003	-5.456968210637569e-14	9277.545418913345	7236.94	301.1886060261908	7659.000000000001	1.4551915228366852e-13	50641.292203102406	-98249.16	35.183723509600284	-98280.99999999999	2.2737367544323206e-15	687739.6156751479
18	0	+	0	-1452.2692307692307	159.90527428938086	-1594.9999999999998	0.0	10414.320285069016	6475.5	138.97198112735364	6746.0	2.62354240896037e-14	46216.501208983784	-98482.61538461539	161.25364084692953	-98282.0	-2.62354240896037e-14	703335.5730616787
