time	leftRight	frontBack	up	angular
2020-06-26 08:59:49.950	-0.25	0.0	0.0	0.0
2020-06-26 08:59:50.000	-0.25	0.0	0.0	0.0
2020-06-26 08:59:50.050	-0.25	0.0	0.0	0.0
2020-06-26 08:59:50.100	-0.25	0.0	0.0	0.0
2020-06-26 08:59:50.150	-0.25	0.0	0.0	0.0
2020-06-26 08:59:50.200	-0.25	0.0	0.0	0.0
2020-06-26 08:59:50.250	-0.25	0.0	0.0	0.0
2020-06-26 08:59:50.300	-0.25	0.0	0.0	0.0
2020-06-26 08:59:50.350	-0.25	0.0	0.0	0.0
2020-06-26 08:59:50.400	-0.25	0.0	0.0	0.0
2020-06-26 08:59:50.450	-0.25	0.0	0.0	0.0
2020-06-26 08:59:50.500	-0.25	0.0	0.0	0.0
2020-06-26 08:59:50.550	-0.25	0.0	0.0	0.0
2020-06-26 08:59:50.600	-0.25	0.0	0.0	0.0
2020-06-26 08:59:50.650	-0.25	0.0	0.0	0.0
2020-06-26 08:59:50.700	-0.25	0.0	0.0	0.0
2020-06-26 08:59:50.750	-0.25	0.0	0.0	0.0
2020-06-26 08:59:50.800	-0.25	0.0	0.0	0.0
2020-06-26 08:59:50.850	-0.25	0.0	0.0	0.0
2020-06-26 08:59:50.900	-0.25	0.0	0.0	0.0
2020-06-26 08:59:50.950	-0.25	0.0	0.0	0.0
2020-06-26 08:59:51.000	-0.25	0.0	0.0	0.0
2020-06-26 08:59:51.050	-0.25	0.0	0.0	0.0
2020-06-26 08:59:51.100	-0.25	0.0	0.0	0.0
2020-06-26 08:59:51.150	-0.25	0.0	0.0	0.0
2020-06-26 08:59:51.200	-0.25	0.0	0.0	0.0
2020-06-26 08:59:51.250	-0.25	0.0	0.0	0.0
2020-06-26 08:59:51.300	-0.25	0.0	0.0	0.0
2020-06-26 08:59:51.350	-0.25	0.0	0.0	0.0
2020-06-26 08:59:51.400	-0.25	0.0	0.0	0.0
2020-06-26 08:59:51.450	-0.25	0.0	0.0	0.0
2020-06-26 08:59:51.500	-0.25	0.0	0.0	0.0
2020-06-26 08:59:51.550	-0.25	0.0	0.0	0.0
2020-06-26 08:59:51.600	-0.25	0.0	0.0	0.0
2020-06-26 08:59:51.650	-0.25	0.0	0.0	0.0
2020-06-26 08:59:51.700	-0.25	0.0	0.0	0.0
2020-06-26 08:59:51.750	-0.25	0.0	0.0	0.0
2020-06-26 08:59:51.800	-0.25	0.0	0.0	0.0
2020-06-26 08:59:51.850	-0.25	0.0	0.0	0.0
2020-06-26 08:59:51.900	-0.25	0.0	0.0	0.0
2020-06-26 08:59:51.950	-0.25	0.0	0.0	0.0
2020-06-26 08:59:52.000	-0.25	0.0	0.0	0.0
2020-06-26 08:59:52.050	-0.25	0.0	0.0	0.0
2020-06-26 08:59:52.100	-0.25	0.0	0.0	0.0
2020-06-26 08:59:52.150	-0.25	0.0	0.0	0.0
2020-06-26 08:59:52.200	-0.25	0.0	0.0	0.0
2020-06-26 08:59:52.250	-0.25	0.0	0.0	0.0
2020-06-26 08:59:52.300	-0.25	0.0	0.0	0.0
2020-06-26 08:59:52.350	-0.25	0.0	0.0	0.0
2020-06-26 08:59:52.400	-0.25	0.0	0.0	0.0
2020-06-26 08:59:52.450	-0.25	0.0	0.0	0.0
2020-06-26 08:59:52.500	-0.25	0.0	0.0	0.0
2020-06-26 08:59:52.550	-0.25	0.0	0.0	0.0
2020-06-26 08:59:52.600	-0.25	0.0	0.0	0.0
2020-06-26 08:59:52.650	-0.25	0.0	0.0	0.0
2020-06-26 08:59:52.700	-0.25	0.0	0.0	0.0
2020-06-26 08:59:52.750	-0.25	0.0	0.0	0.0
2020-06-26 08:59:52.800	-0.25	0.0	0.0	0.0
2020-06-26 08:59:52.850	-0.25	0.0	0.0	0.0
2020-06-26 08:59:52.900	-0.25	0.0	0.0	0.0
2020-06-26 08:59:52.950	-0.25	0.0	0.0	0.0
2020-06-26 08:59:53.000	-0.25	0.0	0.0	0.0
2020-06-26 08:59:53.050	-0.25	0.0	0.0	0.0
2020-06-26 08:59:53.100	-0.25	0.0	0.0	0.0
2020-06-26 08:59:53.150	-0.25	0.0	0.0	0.0
2020-06-26 08:59:53.200	-0.25	0.0	0.0	0.0
2020-06-26 08:59:53.250	-0.25	0.0	0.0	0.0
2020-06-26 08:59:53.300	-0.25	0.0	0.0	0.0
2020-06-26 08:59:53.350	-0.25	0.0	0.0	0.0
2020-06-26 08:59:53.400	-0.25	0.0	0.0	0.0
2020-06-26 08:59:53.450	-0.25	0.0	0.0	0.0
2020-06-26 08:59:53.500	-0.25	0.0	0.0	0.0
2020-06-26 08:59:53.550	-0.25	0.0	0.0	0.0
2020-06-26 08:59:53.600	-0.25	0.0	0.0	0.0
2020-06-26 08:59:53.650	-0.25	0.0	0.0	0.0
2020-06-26 08:59:53.700	-0.25	0.0	0.0	0.0
2020-06-26 08:59:53.750	-0.25	0.0	0.0	0.0
2020-06-26 08:59:53.800	-0.25	0.0	0.0	0.0
2020-06-26 08:59:53.850	-0.25	0.0	0.0	0.0
2020-06-26 08:59:53.900	-0.25	0.0	0.0	0.0
2020-06-26 08:59:53.950	-0.25	0.0	0.0	0.0
2020-06-26 08:59:54.000	-0.25	0.0	0.0	0.0
