time	leftRight	frontBack	angular	Roll_Mean	Roll_SD	Roll_FFT_Mean_Real	Roll_FFT_Mean_Imag	Roll_FFT_SD	Pitch_Mean	Pitch_SD	Pitch_FFT_Mean_Real	Pitch_FFT_Mean_Imag	Pitch_FFT_SD	Yaw_Mean	Yaw_SD	Yaw_FFT_Mean_Real	Yaw_FFT_Mean_Imag	Yaw_FFT_SD
2017-08-10 12:48:16.030	0	-	0	1.06	0.9467840302835699	2.0	-7.105427357601002e-17	9.848857801796106	-8.36	1.4072668545801823	-7.0	0.0	59.53570357357004	-2357.78	2.9684339305431746	-2352.9999999999995	0.0	16505.155497601347
2017-08-10 12:48:16.280	0	-	0	1.37	8.523972078790496	-1.0	-5.684341886080802e-16	61.03892200882974	-3.95	4.8582404222104945	-11.0	3.552713678800501e-17	42.886478055443064	-2401.53	43.69661428531963	-2362.0000000000005	9.094947017729283e-15	16819.148098224236
2017-08-10 12:48:16.530	0	-	0	21.39	5.097342444843195	16.000000000000007	5.684341886080802e-16	154.66011121165016	23.63	10.383549489456868	2.9999999999999964	-2.2737367544323206e-15	182.48493088471716	-2458.44	3.979497455709703	-2460.0	-1.4210854715202004e-16	17208.880076867288
2017-08-10 12:48:16.780	0	-	0	25.79	9.677339510423307	26.5	0.0	192.96761386305218	48.6	10.18037327409953	40.49999999999999	0.0	348.7689062975655	-2468.09	11.146609349932382	-2447.0000000000005	-2.2737367544323206e-15	17279.809482456687
2017-08-10 12:48:17.030	0	-	0	20.88	9.672414383182723	4.9999999999999964	2.842170943040401e-16	162.63917117349067	74.03	12.282267705924669	66.00000000000001	1.1368683772161603e-15	526.5061728033205	-2464.14	5.614303162459255	-2454.9999999999995	-4.973799150320702e-16	17250.328924400255
2017-08-10 12:48:17.280	0	-	0	23.92	9.53695968325336	11.999999999999996	-9.947598300641404e-16	181.69204715672066	91.22	8.679377857888204	92.00000000000001	-8.526512829121202e-16	641.3711873790403	-2462.78	7.142240544815052	-2472.9999999999995	1.1368683772161603e-15	17238.070889748655
2017-08-10 12:48:17.530	0	-	0	19.59	10.482695264100737	36.0	2.2737367544323206e-15	152.9272702953924	86.76	9.19849987769745	80.00000000000003	-8.526512829121202e-16	611.7152115159471	-2461.78	11.847008061109776	-2448.9999999999995	1.1368683772161603e-15	17234.484471547155
2017-08-10 12:48:17.780	0	-	0	36.98	24.870456368953104	11.999999999999991	-2.5579538487363606e-15	314.89522066871706	69.02	19.950428566825323	71.99999999999999	-9.947598300641404e-16	502.8966096525209	-2773.7	222.25204161042032	-2448.9999999999995	3.637978807091713e-14	19522.878425068368
2017-08-10 12:48:18.030	0	-	0	-0.71	29.799176163108942	22.0	0.0	209.62049041064662	39.93	44.418690885707115	64.0	2.2737367544323206e-15	417.4628726006661	-2924.95	210.7197012621269	-3144.999999999999	-3.637978807091713e-14	20496.237209546536
2017-08-10 12:48:18.280	0	-	0	22.02	41.580038480020676	-36.00000000000001	-1.1368683772161604e-14	330.7461262055839	-38.93	45.43732056360719	-2.0000000000000075	-4.547473508864641e-15	423.0848023741812	-1729.35	358.0683908138221	-2427.9999999999995	-1.0913936421275138e-13	12249.40960822194
2017-08-10 12:48:18.530	0	-	0	56.17	48.84184783564193	-36.00000000000001	-2.2737367544323206e-15	525.103561214357	-487.62	588.6036065129061	-22.99999999999993	3.637978807091713e-14	5404.705773675381	-1073.29	41.84992114687912	-1117.0	2.2737367544323206e-15	7512.486472533578
2017-08-10 12:48:18.780	0	-	0	-1349.27	796.10650801259	-22.000000000000092	7.275957614183426e-14	11077.692505661997	-5451.08	1727.274504414397	-2160.0000000000005	0.0	40376.006724291095	-1421.42	109.14217150121212	-1164.0	1.1368683772161604e-14	10013.113676574332
2017-08-10 12:48:19.030	0	-	0	-1865.7133333333331	508.8828669415651	-1991.0000000000002	-1.8189894035458565e-14	13528.795945028596	-6708.3	920.181560587064	-7724.999999999998	2.1827872842550277e-13	47251.72509784402	37301.09333333333	34314.437745829375	-1413.0000000000048	0.0	358386.12349632377
2017-08-10 12:48:19.280	0	-	0	-2102.68	1902.887063805942	-3223.0000000000014	2.9103830456733704e-13	19792.028420553565	-2037.38	3321.5692369119747	-5436.0	-2.9103830456733704e-13	27011.791443738046	67973.66	107.90340309740003	67951.99999999999	-1.8189894035458565e-14	475819.3255249308
2017-08-10 12:48:19.530	0	-	0	3806.84	581.1228049216447	2087.0000000000005	-3.637978807091713e-14	27150.159410213415	9347.28	1768.977080575099	5099.999999999998	0.0	67074.85494207201	68128.8	184.2173444602869	67793.99999999999	1.8189894035458565e-14	476951.0874686208
2017-08-10 12:48:19.780	0	-	0	809.88	1685.5656218611011	3577.0	5.820766091346741e-13	12730.158090141693	5333.04	2423.5030324717977	9721.0	0.0	40264.57858341497	68277.48	94.46184203158437	68294.00000000001	-2.7284841053187846e-14	477940.4664531975
2017-08-10 12:48:20.030	0	-	0	-1380.5	637.0852219287464	-1817.0000000000007	7.275957614183426e-14	10596.291922177305	-1072.22	1352.5575631373329	1633.0	0.0	12094.903699492608	68558.24	41.0911474651171	68459.99999999999	2.2737367544323206e-15	479921.79198177694
2017-08-10 12:48:20.280	0	-	0	539.03	215.7901621946654	-79.00000000000006	-2.7284841053187846e-14	4104.838090595048	-1774.67	442.65093030513333	-2401.0	0.0	12708.456702133424	68449.74	45.93955158684072	68490.00000000003	4.547473508864641e-15	479142.53696108004
