	1593505495867	2	30	0	0	0	0	0	0.0	0.0	0.0	0.0	-156.0	1182.0	-23391.0	0	0.0	0.0	0.0	2072.0	2040.0	2576.0	0	0	0	0	0
	1593505495877	2	30	-66	-72	-144	98859	389	1.938014174811542E-4	109.064208984375	0.0	0.0	-156.0	1182.0	-23392.0	0	0.0	0.0	0.0	2072.0	2040.0	2576.0	0	0	0	0	61504486
	1593505495877	2	30	-66	-72	-144	98862	389	1.9272133067715913E-4	109.09825134277344	0.0	0.0	-157.0	1182.0	-23392.0	0	0.0	0.0	0.0	2072.0	2040.0	2576.0	0	0	0	0	61509582
	1593505495880	2	30	-66	-72	-144	98862	389	1.9272133067715913E-4	109.09825134277344	0.0	0.0	-157.0	1182.0	-23392.0	0	0.0	0.0	0.0	2072.0	2040.0	2576.0	0	0	0	0	61509582
	1593505495882	2	30	-71	-67	-147	98862	389	1.9164667173754424E-4	109.13233947753906	0.0	0.0	-157.0	1183.0	-23392.0	0	0.0	0.0	0.0	2072.0	2040.0	2576.0	0	0	0	0	61514526
	1593505495887	2	30	-71	-67	-147	98856	389	1.9057780446019024E-4	109.16651916503906	0.0	0.0	-158.0	1182.0	-23392.0	0	0.0	0.0	0.0	2072.0	2040.0	2576.0	0	0	0	0	61519500
	1593505495887	2	30	-71	-67	-147	98856	389	1.9057780446019024E-4	109.16651916503906	0.0	0.0	-158.0	1182.0	-23392.0	0	0.0	0.0	0.0	2072.0	2040.0	2576.0	0	0	0	0	61519500
	1593505495890	2	30	-71	-67	-147	98856	389	1.9057780446019024E-4	109.16651916503906	0.0	0.0	-158.0	1182.0	-23392.0	0	0.0	0.0	0.0	2072.0	2040.0	2576.0	0	0	0	0	61519500
	1593505495892	2	30	-66	-68	-144	98856	389	1.8951500533148646E-4	109.20087432861328	0.0	0.0	-158.0	1183.0	-23392.0	0	0.0	0.0	0.0	2072.0	2040.0	2576.0	0	0	0	0	61524566
	1593505495893	2	30	-66	-68	-144	98865	389	1.8845879822038114E-4	109.23542022705078	0.0	0.0	-159.0	1183.0	-23392.0	0	0.0	0.0	0.0	2072.0	2040.0	2576.0	0	0	0	0	61529754
	1593505495899	2	30	-68	-72	-144	98865	389	1.87409357749857E-4	109.2701416015625	0.0	0.0	-159.0	1183.0	-23392.0	0	0.0	0.0	0.0	2072.0	2040.0	2576.0	0	0	0	0	61534667
	1593505495907	2	30	-68	-72	-144	98865	389	1.8636658205650747E-4	109.30499267578125	0.0	0.0	-159.0	1184.0	-23392.0	0	0.0	0.0	0.0	2072.0	2040.0	2576.0	0	0	0	0	61539703
	1593505495912	2	30	-66	-70	-144	98865	389	1.8533022375777364E-4	109.33993530273438	0.0	0.0	-160.0	1184.0	-23392.0	0	0.0	0.0	0.0	2072.0	2040.0	2576.0	0	0	0	0	61544616
	1593505495917	2	30	-66	-70	-144	98865	389	1.842997589847073E-4	109.37493896484375	0.0	0.0	-160.0	1185.0	-23391.0	0	0.0	0.0	0.0	2072.0	2040.0	2576.0	0	0	0	0	61549682
	1593505495921	2	30	-64	-72	-150	98865	388	1.8327488214708865E-4	109.40997314453125	0.0	0.0	-160.0	1185.0	-23391.0	0	0.0	0.0	0.0	2072.0	2040.0	2576.0	0	0	0	0	61554565
	1593505495927	2	30	-64	-72	-150	98859	388	1.822553458623588E-4	109.44500732421875	0.0	0.0	-161.0	1185.0	-23391.0	0	0.0	0.0	0.0	2072.0	2040.0	2576.0	0	0	0	0	61559722
