1593505496806	0.0	0.0	0.0	0.0
1593505500682	-0.25	0.0	0.0	0.0
1593505500713	-0.25	0.0	0.0	0.0
1593505500747	-0.25	0.0	0.0	0.0
1593505500782	-0.25	0.0	0.0	0.0
1593505500812	-0.25	0.0	0.0	0.0
1593505500846	-0.25	0.0	0.0	0.0
1593505500880	-0.25	0.0	0.0	0.0
1593505500913	-0.25	0.0	0.0	0.0
1593505500948	-0.25	0.0	0.0	0.0
1593505500981	-0.25	0.0	0.0	0.0
1593505501014	-0.25	0.0	0.0	0.0
1593505501048	-0.25	0.0	0.0	0.0
1593505501079	-0.25	0.0	0.0	0.0
1593505501113	-0.25	0.0	0.0	0.0
1593505501149	-0.25	0.0	0.0	0.0
1593505501154	0.0	0.0	0.0	0.0
1593505501782	-0.25	0.0	0.0	0.0
1593505501813	-0.25	0.0	0.0	0.0
1593505501850	-0.25	0.0	0.0	0.0
1593505501884	-0.25	0.0	0.0	0.0
1593505501918	-0.25	0.0	0.0	0.0
1593505501929	0.0	0.0	0.0	0.0
1593505502192	-0.25	0.0	0.0	0.0
1593505502225	-0.25	0.0	0.0	0.0
1593505502257	-0.25	0.0	0.0	0.0
1593505502277	0.0	0.0	0.0	0.0
1593505502350	-0.25	0.0	0.0	0.0
1593505502380	-0.25	0.0	0.0	0.0
1593505502410	-0.25	0.0	0.0	0.0
1593505502445	-0.25	0.0	0.0	0.0
1593505502458	0.0	0.0	0.0	0.0
1593505502698	-0.25	0.0	0.0	0.0
1593505502730	-0.25	0.0	0.0	0.0
1593505502760	-0.25	0.0	0.0	0.0
1593505502795	-0.25	0.0	0.0	0.0
1593505502830	-0.25	0.0	0.0	0.0
1593505502846	0.0	0.0	0.0	0.0
1593505502956	-0.25	0.0	0.0	0.0
1593505502991	-0.25	0.0	0.0	0.0
1593505503023	-0.25	0.0	0.0	0.0
1593505503056	-0.25	0.0	0.0	0.0
1593505503059	0.0	0.0	0.0	0.0
1593505503138	-0.25	0.0	0.0	0.0
1593505503170	-0.25	0.0	0.0	0.0
1593505503205	-0.25	0.0	0.0	0.0
1593505503237	-0.25	0.0	0.0	0.0
1593505503271	-0.25	0.0	0.0	0.0
1593505503282	0.0	0.0	0.0	0.0
1593505504537	0.0	0.0	0.25	0.0
1593505504567	0.0	0.0	0.25	0.0
1593505504598	0.0	0.0	0.25	0.0
1593505504633	0.0	0.0	0.25	0.0
1593505504666	0.0	0.0	0.25	0.0
1593505504698	0.0	0.0	0.25	0.0
1593505504731	0.0	0.0	0.25	0.0
1593505504761	0.0	0.0	0.25	0.0
1593505504797	0.0	0.0	0.25	0.0
1593505504834	0.0	0.0	0.25	0.0
1593505504868	0.0	0.0	0.25	0.0
1593505504904	0.0	0.0	0.25	0.0
1593505504937	0.0	0.0	0.25	0.0
1593505504971	0.0	0.0	0.25	0.0
1593505505005	0.0	0.0	0.25	0.0
1593505505038	0.0	0.0	0.25	0.0
1593505505052	0.0	0.0	0.25	0.0
1593505505081	0.0	0.0	0.25	0.0
1593505505084	0.0	0.0	0.25	0.0
1593505505113	0.0	0.0	0.25	0.0
1593505505115	0.0	0.0	0.25	0.0
1593505505148	0.0	0.0	0.25	0.0
1593505505148	0.0	0.0	0.25	0.0
1593505505181	0.0	0.0	0.25	0.0
1593505505213	0.0	0.0	0.25	0.0
1593505505215	0.0	0.0	0.25	0.0
1593505505247	0.0	0.0	0.25	0.0
1593505505280	0.0	0.0	0.25	0.0
1593505505283	0.0	0.0	0.25	0.0
1593505505314	0.0	0.0	0.25	0.0
1593505505347	0.0	0.0	0.25	0.0
1593505505349	0.0	0.0	0.25	0.0
1593505505381	0.0	0.0	0.25	0.0
1593505505411	0.0	0.0	0.25	0.0
1593505505412	0.0	0.0	0.25	0.0
1593505505446	0.0	0.0	0.25	0.0
1593505505447	0.0	0.0	0.25	0.0
1593505505480	0.0	0.0	0.25	0.0
1593505505510	0.0	0.0	0.25	0.0
1593505505514	0.0	0.0	0.25	0.0
1593505505545	0.0	0.0	0.25	0.0
1593505505577	0.0	0.0	0.25	0.0
1593505505578	0.0	0.0	0.25	0.0
1593505505610	0.0	0.0	0.25	0.0
1593505505640	0.0	0.0	0.25	0.0
1593505505646	0.0	0.0	0.25	0.0
1593505505677	0.0	0.0	0.25	0.0
1593505505711	0.0	0.0	0.25	0.0
1593505505712	0.0	0.0	0.25	0.0
1593505505743	0.0	0.0	0.25	0.0
1593505505776	0.0	0.0	0.25	0.0
1593505505809	0.0	0.0	0.25	0.0
1593505505810	0.0	0.0	0.25	0.0
1593505505842	0.0	0.0	0.25	0.0
1593505505873	0.0	0.0	0.25	0.0
1593505505876	0.0	0.0	0.25	0.0
1593505505909	0.0	0.0	0.25	0.0
1593505505939	0.0	0.0	0.25	0.0
1593505505942	0.0	0.0	0.25	0.0
1593505505974	0.0	0.0	0.25	0.0
1593505505975	0.0	0.0	0.25	0.0
1593505506006	0.0	0.0	0.25	0.0
1593505506007	0.0	0.0	0.25	0.0
1593505506039	0.0	0.0	0.25	0.0
1593505506042	0.0	0.0	0.25	0.0
1593505506073	0.0	0.0	0.25	0.0
1593505506074	0.0	0.0	0.25	0.0
1593505506104	0.0	0.0	0.25	0.0
1593505506106	0.0	0.0	0.25	0.0
1593505506138	0.0	0.0	0.25	0.0
1593505506140	0.0	0.0	0.25	0.0
1593505506170	0.0	0.0	0.25	0.0
1593505506173	0.0	0.0	0.25	0.0
1593505506204	0.0	0.0	0.25	0.0
1593505506210	0.0	0.0	0.25	0.0
1593505506239	0.0	0.0	0.25	0.0
1593505506270	0.0	0.0	0.25	0.0
1593505506274	0.0	0.0	0.25	0.0
1593505506304	0.0	0.0	0.25	0.0
1593505506337	0.0	0.0	0.25	0.0
1593505506368	0.0	0.0	0.25	0.0
1593505506371	0.0	0.0	0.25	0.0
1593505506403	0.0	0.0	0.25	0.0
1593505506434	0.0	0.0	0.25	0.0
1593505506437	0.0	0.0	0.25	0.0
1593505506468	0.0	0.0	0.25	0.0
1593505506470	0.0	0.0	0.25	0.0
1593505506502	0.0	0.0	0.25	0.0
1593505506534	0.0	0.0	0.25	0.0
1593505506535	0.0	0.0	0.25	0.0
1593505506566	0.0	0.0	0.25	0.0
1593505506569	0.0	0.0	0.25	0.0
1593505506600	0.0	0.0	0.25	0.0
1593505506601	0.0	0.0	0.25	0.0
1593505506632	0.0	0.0	0.25	0.0
1593505506634	0.0	0.0	0.25	0.0
1593505506669	0.0	0.0	0.25	0.0
1593505506699	0.0	0.0	0.25	0.0
1593505506731	0.0	0.0	0.25	0.0
1593505506732	0.0	0.0	0.25	0.0
1593505506764	0.0	0.0	0.25	0.0
1593505506766	0.0	0.0	0.25	0.0
1593505506800	0.0	0.0	0.25	0.0
1593505506830	0.0	0.0	0.25	0.0
1593505506835	0.0	0.0	0.25	0.0
