1593506315967	2	58	0	0	0	0	0	0.0	0.0	0.0	0.0	-1520.0	-769.0	89808.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0
1593506315971	2	58	-7	37	-89	98866	491	0.0	0.0	0.0	0.0	-1520.0	-769.0	89808.0	0	0.0	0.0	0.0	2076.0	2052.0	2568.0	0	0	0	0	43395538
1593506315973	2	58	-4	38	-86	98866	491	0.0	0.0	0.0	0.0	-1520.0	-770.0	89807.0	0	0.0	0.0	0.0	2076.0	2052.0	2568.0	0	0	0	0	43400482
1593506315975	2	58	-4	38	-86	98866	491	0.0	0.0	0.0	0.0	-1520.0	-770.0	89807.0	0	0.0	0.0	0.0	2076.0	2052.0	2568.0	0	0	0	0	43400482
1593506315976	2	58	-4	38	-86	98866	491	0.0	0.0	0.0	0.0	-1520.0	-770.0	89807.0	0	0.0	0.0	0.0	2076.0	2052.0	2568.0	0	0	0	0	43405609
1593506315981	2	58	-1	33	-87	98866	491	0.0	0.0	0.0	0.0	-1519.0	-770.0	89807.0	0	0.0	0.0	0.0	2076.0	2052.0	2568.0	0	0	0	0	43410736
1593506315989	2	58	-1	33	-87	98869	491	0.0	0.0	0.0	0.0	-1519.0	-770.0	89807.0	0	0.0	0.0	0.0	2076.0	2052.0	2568.0	0	0	0	0	43415466
1593506315990	2	58	-1	33	-87	98869	491	0.0	0.0	0.0	0.0	-1519.0	-770.0	89807.0	0	0.0	0.0	0.0	2076.0	2052.0	2568.0	0	0	0	0	43415466
1593506315991	2	58	-1	33	-87	98869	491	0.0	0.0	0.0	0.0	-1519.0	-770.0	89807.0	0	0.0	0.0	0.0	2076.0	2052.0	2568.0	0	0	0	0	43415466
1593506315991	2	58	-8	36	-84	98869	491	0.0	0.0	0.0	0.0	-1518.0	-770.0	89807.0	0	0.0	0.0	0.0	2076.0	2052.0	2568.0	0	0	0	0	43420532
1593506316002	2	58	-8	36	-84	98863	491	0.0	0.0	0.0	0.0	-1518.0	-770.0	89807.0	0	0.0	0.0	0.0	2076.0	2052.0	2568.0	0	0	0	0	43425842
1593506316003	2	58	-4	40	-90	98863	491	0.0	0.0	0.0	0.0	-1518.0	-770.0	89807.0	0	0.0	0.0	0.0	2076.0	2052.0	2568.0	0	0	0	0	43430603
1593506316006	2	58	-4	40	-90	98863	491	0.0	0.0	0.0	0.0	-1518.0	-771.0	89807.0	0	0.0	0.0	0.0	2076.0	2052.0	2568.0	0	0	0	0	43435607
1593506316011	2	58	-4	40	-84	98863	491	0.0	0.0	0.0	0.0	-1518.0	-771.0	89806.0	0	0.0	0.0	0.0	2076.0	2052.0	2568.0	0	0	0	0	43440551
1593506316020	2	58	-4	40	-84	98866	491	0.0	0.0	0.0	0.0	-1518.0	-771.0	89806.0	0	0.0	0.0	0.0	2076.0	2052.0	2568.0	0	0	0	0	43445892
1593506316021	2	58	-8	32	-86	98866	491	0.0	0.0	0.0	0.0	-1517.0	-771.0	89806.0	0	0.0	0.0	0.0	2076.0	2052.0	2568.0	0	0	0	0	43450836
1593506316026	2	58	-8	32	-86	98869	491	0.0	0.0	0.0	0.0	-1517.0	-771.0	89806.0	0	0.0	0.0	0.0	2076.0	2052.0	2568.0	0	0	0	0	43455657
1593506316034	2	58	-9	31	-87	98866	491	0.0	0.0	0.0	0.0	-1516.0	-772.0	89807.0	0	0.0	0.0	0.0	2076.0	2052.0	2568.0	0	0	0	0	43460632
1593506316036	2	58	-9	31	-87	98863	491	0.0	0.0	0.0	0.0	-1516.0	-772.0	89807.0	0	0.0	0.0	0.0	2076.0	2052.0	2568.0	0	0	0	0	43465667
1593506316041	2	58	-6	36	-88	98866	491	0.0	0.0	0.0	0.0	-1515.0	-772.0	89807.0	0	0.0	0.0	0.0	2076.0	2052.0	2568.0	0	0	0	0	43470672
