time	leftRight	frontBack	up	angular	State	Battery_level	Magnetometer_x	Magnetometer_y	Magnetometer_z	Pressure	Temperature	Wind_speed	Wind_angle	Wind_compensation:pitch	Wind_compensation:roll	Pitch_y	Roll_x	Yaw_z	Altitude	Velocity_x	Velocity_y	Velocity_z	Acceleration_x	Acceleration_y	Acceleration_z	Motor_1_power	Motor_2_power	Motor_3_power	Motor_4_power	time_board	_merge
1970-01-01 00:00:08.284	0.0	0.25	0.0	0.0	8	82	-74	-4	-82	98492	529	0.0593765527009964	18.116857528686523	0.0	0.0	643.0	528.0	-99405.0	734	-223.84051513671875	86.19261169433594	0.0	2056.0	2088.0	2584.0	183	175	178	180	1529924140747	both
1970-01-01 00:00:08.450	0.0	0.25	0.0	0.0	3	82	-72	6	-90	98486	529	0.05985447019338608	13.400224685668945	0.0	0.0	3789.0	145.0	-99366.0	733	-204.0384826660156	84.44662475585938	0.0	2100.0	1964.0	2588.0	190	176	178	174	1530005306274	both
1970-01-01 00:00:08.485	0.0	0.25	0.0	0.0	3	82	-75	3	-89	98463	529	0.06177017465233803	10.531988143920898	0.0	0.0	4941.0	109.0	-99354.0	733	-216.49122619628903	93.38104248046876	0.0	2108.0	1968.0	2560.0	188	176	178	179	1530022341430	both
1970-01-01 00:00:08.516	0.0	0.25	0.0	0.0	3	82	-70	8	-90	98472	529	0.06228562444448471	11.853440284729006	0.0	0.0	5953.0	59.0	-99329.0	732	-243.9561309814453	100.11702728271484	0.0	2112.0	1952.0	2596.0	190	175	180	179	1530037371398	both
1970-01-01 00:00:08.550	0.0	0.25	0.0	0.0	3	82	-71	11	-87	98466	529	0.06249629333615302	11.507744789123535	0.0	0.0	6974.0	-58.0	-99327.0	732	-278.7861328125	101.77149963378906	0.0	2080.0	2048.0	2560.0	187	178	175	184	1530054406677	both
1970-01-01 00:00:08.581	0.0	0.25	0.0	0.0	3	82	-72	14	-90	98499	529	0.06270122528076172	11.872153282165527	0.0	0.0	7806.0	-180.0	-99356.0	733	-311.82318115234375	98.12954711914062	0.0	2104.0	2012.0	2592.0	186	178	176	185	1530069436889	both
1970-01-01 00:00:08.611	0.0	0.25	0.0	0.0	3	82	-71	15	-85	98483	529	0.06268958747386932	12.64004898071289	0.0	0.0	8486.0	-187.0	-99368.0	733	-346.6496887207031	89.57816314697266	0.0	2100.0	1988.0	2596.0	185	180	176	184	1530083466796	both
1970-01-01 00:00:08.641	0.0	0.25	0.0	0.0	3	82	-73	13	-87	98460	529	0.06343454122543335	11.287564277648926	0.0	0.0	9033.0	-212.0	-99356.0	734	-367.755859375	94.32037353515624	0.0	2084.0	1996.0	2596.0	188	177	178	181	1530098496856	both
1970-01-01 00:00:08.671	0.0	0.25	0.0	0.0	3	82	-70	16	-88	98472	529	0.06362805515527725	11.455055236816404	0.0	0.0	9529.0	-216.0	-99331.0	737	-406.4953002929688	98.38832092285156	0.0	2060.0	2016.0	2576.0	189	176	180	179	1530113527099	both
1970-01-01 00:00:08.701	0.0	0.25	0.0	0.0	3	82	-71	25	-83	98511	529	0.06533511728048325	13.730077743530273	0.0	0.0	9896.0	-257.0	-99331.0	736	-476.27374267578125	95.7073745727539	0.0	2048.0	2040.0	2576.0	190	178	178	181	1530128557495	both
1970-01-01 00:00:08.799	0.0	0.25	0.0	0.0	3	82	-69	19	-85	98460	529	0.06594957411289215	14.813562393188475	0.0	0.0	10422.0	-381.0	-99376.0	736	-621.171875	76.10051727294922	0.0	2060.0	2036.0	2568.0	192	182	174	182	1530174652465	both
1970-01-01 00:00:08.831	0.0	0.25	0.0	0.0	3	82	-70	20	-84	98472	529	0.06511574238538742	13.983927726745605	0.0	0.0	10423.0	-467.0	-99391.0	735	-654.73486328125	68.85227966308594	0.0	2028.0	2048.0	2580.0	191	183	174	184	1530191687683	both
1970-01-01 00:00:08.912	0.0	0.25	0.0	0.0	3	82	-72	22	-82	98463	529	0.06591729819774628	14.36738109588623	0.0	0.0	10295.0	-477.0	-99390.0	735	-749.6514282226562	65.92575836181639	0.0	2128.0	2044.0	2560.0	194	182	174	180	1530218742919	both
1970-01-01 00:00:08.976	0.0	0.25	0.0	0.0	3	82	-67	23	-87	98489	529	0.0660705417394638	14.826210021972654	0.0	0.0	9930.0	-399.0	-99347.0	731	-855.8377685546875	37.599769592285156	0.0	2016.0	1968.0	2604.0	197	184	174	179	1530262832885	both
1970-01-01 00:00:09.007	0.0	0.25	0.0	0.0	3	82	-69	21	-87	98478	529	0.06603938341140747	14.846709251403807	0.0	0.0	9743.0	-445.0	-99324.0	728	-884.3504028320312	56.30062484741211	0.0	2004.0	1968.0	2592.0	199	185	171	180	1530277863128	both
1970-01-01 00:00:09.067	0.0	0.25	0.0	0.0	3	82	-65	27	-87	98478	529	0.06605507433414459	14.99795627593994	0.0	0.0	9237.0	-549.0	-99404.0	726	-949.1087646484376	29.789825439453125	0.0	2088.0	2028.0	2572.0	196	190	168	181	1530306923278	both
1970-01-01 00:00:09.127	0.0	0.25	0.0	0.0	3	82	-70	24	-84	98489	529	0.06654264777898787	15.20539093017578	0.0	0.0	8905.0	-620.0	-99457.0	722	-999.2546997070312	19.326631546020508	0.0	2140.0	2112.0	2596.0	197	191	168	182	1530336983489	both
1970-01-01 00:00:09.193	0.0	0.25	0.0	0.0	3	82	-69	25	-87	98454	529	0.06678524613380432	14.880562782287598	0.0	0.0	8674.0	-668.0	-99579.0	721	-1056.76513671875	21.906301498413086	0.0	2116.0	2008.0	2604.0	193	195	164	184	1530903048767	both
1970-01-01 00:00:09.258	0.0	0.25	0.0	0.0	3	82	-66	20	-86	98499	529	0.06711211055517198	14.479755401611328	0.0	0.0	8404.0	-573.0	-99550.0	721	-1096.5323486328123	27.63774490356445	0.0	2048.0	2120.0	2596.0	196	193	165	180	1530935113769	both
1970-01-01 00:00:09.353	0.0	0.25	0.0	0.0	3	82	-67	23	-89	98478	529	0.06678682565689087	13.83644962310791	0.0	0.0	8079.0	-63.0	-99624.0	723	-1162.37939453125	11.185317039489746	0.0	2128.0	2120.0	2580.0	193	194	168	175	1530982209167	both
1970-01-01 00:00:09.448	0.0	0.25	0.0	0.0	3	82	-74	22	-86	98466	529	0.07167108356952667	20.647062301635746	0.0	0.0	8456.0	429.0	-99716.0	734	-1327.6416015625	19.557565689086914	0.0	2188.0	1996.0	2568.0	188	190	166	176	1531028304260	both
1970-01-01 00:00:09.478	0.0	0.25	0.0	0.0	3	82	-71	23	-87	98478	529	0.0721152275800705	20.476200103759766	0.0	0.0	8615.0	502.0	-99776.0	737	-1300.5076904296875	17.868024826049805	0.0	2152.0	2004.0	2584.0	187	192	163	177	1531043334350	both
1970-01-01 00:00:11.153	0.0	-0.25	0.0	0.0	3	82	-80	4	-90	98466	529	0.07173588871955873	-24.02306365966797	0.0	0.0	2979.0	681.0	-100096.0	749	-3.865091800689697	-17.714786529541016	0.0	2044.0	2072.0	2572.0	173	177	179	193	1532932009643	both
1970-01-01 00:00:11.218	0.0	-0.25	0.0	0.0	3	82	-81	-3	-91	98475	529	0.07421503216028214	-25.66912078857422	0.0	0.0	1294.0	273.0	-100055.0	745	-7.811169624328612	0.16450783610343933	0.0	2040.0	2044.0	2584.0	184	172	182	183	1532964074554	both
1970-01-01 00:00:11.254	0.0	-0.25	0.0	0.0	3	82	-74	6	-94	98502	529	0.07467442005872726	-26.655902862548828	0.0	0.0	9.0	-101.0	-100168.0	743	1.3357471227645874	5.096376419067383	0.0	2096.0	2008.0	2576.0	178	181	170	192	1532981109649	both
1970-01-01 00:00:11.319	0.0	-0.25	0.0	0.0	3	82	-77	-7	-97	98480	529	0.07525782287120819	-29.398475646972656	0.0	0.0	-2492.0	-243.0	-100217.0	740	40.037357330322266	-5.348387718200684	0.0	2088.0	2000.0	2564.0	182	181	173	185	1533013174865	both
1970-01-01 00:00:11.350	0.0	-0.25	0.0	0.0	3	82	-74	-10	-92	98454	529	0.07615207135677338	-29.91350746154785	0.0	0.0	-3522.0	-240.0	-100219.0	738	60.22729873657226	-4.556525230407715	0.0	2104.0	2028.0	2568.0	185	180	174	184	1533028205169	both
1970-01-01 00:00:11.384	0.0	-0.25	0.0	0.0	3	82	-76	-14	-90	98489	529	0.07742708921432495	-31.192102432250977	0.0	0.0	-4501.0	-264.0	-100183.0	737	100.4908676147461	-4.827661991119385	0.0	2052.0	1964.0	2564.0	184	179	176	185	1533045240112	both
1970-01-01 00:00:11.414	0.0	-0.25	0.0	0.0	3	82	-76	-8	-96	98505	529	0.07717118412256241	-31.25893211364746	0.0	0.0	-5219.0	-208.0	-100176.0	736	126.1716766357422	-4.333762645721436	0.0	2088.0	1992.0	2560.0	182	182	173	186	1533059270172	both
1970-01-01 00:00:11.509	0.0	-0.25	0.0	0.0	3	82	-73	-11	-97	98489	529	0.07933925092220306	-34.301963806152344	0.0	0.0	-6758.0	-100.0	-100151.0	736	251.6470642089844	-2.6024644374847408	0.0	2084.0	1996.0	2556.0	184	177	179	182	1533106365600	both
1970-01-01 00:00:11.540	0.0	-0.25	0.0	0.0	3	82	-80	-14	-96	98475	529	0.0805395096540451	-35.084606170654304	0.0	0.0	-7088.0	-84.0	-100092.0	736	287.0677795410156	2.945927143096924	0.0	2092.0	2056.0	2584.0	185	177	179	182	1533121395751	both
1970-01-01 00:00:11.574	0.0	-0.25	0.0	0.0	3	82	-81	-17	-91	98466	529	0.08121149241924286	-36.15898132324219	0.0	0.0	-7375.0	-146.0	-100097.0	738	337.35565185546875	0.3839657306671143	0.0	2044.0	1964.0	2560.0	181	178	175	186	1533138430572	both
1970-01-01 00:00:11.605	0.0	-0.25	0.0	0.0	3	82	-78	-20	-96	98486	529	0.08171837031841278	-37.16560363769531	0.0	0.0	-7465.0	-95.0	-100111.0	737	387.861572265625	-7.115088939666747	0.0	2072.0	2016.0	2564.0	179	178	176	188	1533153460906	both
1970-01-01 00:00:11.635	0.0	-0.25	0.0	0.0	3	82	-76	-18	-96	98499	529	0.08276903629302979	-38.2084846496582	0.0	0.0	-7526.0	-53.0	-100145.0	736	429.3470153808594	-5.494066715240479	0.0	2076.0	2076.0	2580.0	179	179	175	190	1533167491088	both
1970-01-01 00:00:11.670	0.0	-0.25	0.0	0.0	3	82	-75	-19	-91	98486	529	0.08405235409736632	-39.15818786621094	0.0	0.0	-7495.0	-14.0	-100127.0	736	474.59747314453125	-4.017381668090819	0.0	2032.0	1964.0	2572.0	179	176	179	189	1533185526367	both
1970-01-01 00:00:11.705	0.0	-0.25	0.0	0.0	3	82	-75	-19	-95	98486	529	0.08442433178424835	-39.62480545043945	0.0	0.0	-7414.0	-10.0	-100111.0	736	516.5231323242189	-1.7952001094818115	0.0	2032.0	1964.0	2568.0	180	174	178	190	1533201560882	both
1970-01-01 00:00:11.735	0.0	-0.25	0.0	0.0	3	82	-76	-14	-94	98483	528	0.08438702672719955	-41.19585037231445	0.0	0.0	-7323.0	-53.0	-100126.0	736	555.8090209960939	-8.15274715423584	0.0	2024.0	1948.0	2572.0	176	176	177	193	1533216591217	both
1970-01-01 00:00:11.766	0.0	-0.25	0.0	0.0	3	82	-76	-18	-94	98499	529	0.08353938162326813	-41.519203186035156	0.0	0.0	-7183.0	31.0	-100150.0	738	579.989501953125	-19.67873954772949	0.0	2012.0	1972.0	2580.0	173	176	178	192	1533231621307	both
1970-01-01 00:00:11.795	0.0	-0.25	0.0	0.0	3	82	-77	-19	-93	98490	528	0.08581414073705672	-42.50622177124024	0.0	0.0	-7080.0	125.0	-100102.0	738	617.0723266601562	-13.171499252319336	0.0	2012.0	2032.0	2584.0	177	171	184	186	1533246651458	both
1970-01-01 00:00:11.896	0.0	-0.25	0.0	0.0	3	82	-78	-22	-90	98499	529	0.08884183317422867	-48.15682601928711	0.0	0.0	-6566.0	267.0	-100102.0	736	802.7742309570312	-19.949161529541016	0.0	2052.0	1988.0	2564.0	175	171	186	190	1533295751678	both
1970-01-01 00:00:11.991	0.0	-0.25	0.0	0.0	3	82	-78	-18	-90	98508	528	0.08853660523891449	-50.83824157714844	0.0	0.0	-6237.0	199.0	-100089.0	738	885.092529296875	-57.99193954467773	0.0	2032.0	2040.0	2560.0	170	172	182	196	1533341846984	both
1970-01-01 00:00:12.086	0.0	-0.25	0.0	0.0	3	82	-72	-16	-92	98486	528	0.0887117087841034	-52.04452514648438	0.0	0.0	-6086.0	14.0	-100037.0	732	921.0342407226562	-46.73932647705078	0.0	2024.0	2076.0	2564.0	174	171	184	197	1533387942016	both
1970-01-01 00:00:12.116	0.0	-0.25	0.0	0.0	3	82	-76	-14	-94	98480	529	0.08865980803966522	-52.26700210571289	0.0	0.0	-6103.0	-6.0	-100062.0	730	1001.446533203125	-16.06528091430664	0.0	2040.0	2068.0	2556.0	172	173	184	199	1533402972320	both
1970-01-01 00:00:12.146	0.0	-0.25	0.0	0.0	3	82	-76	-20	-98	98493	528	0.08869031071662903	-52.387489318847656	0.0	0.0	-6085.0	36.0	-100050.0	729	1094.8443603515623	-5.251218318939209	0.0	2020.0	2020.0	2568.0	172	172	186	198	1533953002136	both
1970-01-01 00:00:12.211	0.0	-0.25	0.0	0.0	3	82	-73	-17	-93	98496	528	0.0984896793961525	-56.90737915039063	0.0	0.0	-6100.0	-165.0	-99963.0	727	1166.963623046875	4.627877235412598	0.0	1996.0	2000.0	2592.0	174	170	186	198	1533984067474	both
1970-01-01 00:00:12.241	0.0	-0.25	0.0	0.0	3	82	-72	-20	-92	98490	528	0.1020381599664688	-60.07319641113281	0.0	0.0	-6089.0	-189.0	-99949.0	726	1231.0972900390625	-8.586226463317871	0.0	1968.0	1984.0	2588.0	175	167	190	195	1533999097534	both
1970-01-01 00:00:12.272	0.0	-0.25	0.0	0.0	3	82	-76	-22	-94	98496	528	0.10235009342432022	-60.90832901000977	0.0	0.0	-6083.0	-185.0	-99888.0	725	1230.5980224609375	-17.24492073059082	0.0	1976.0	2012.0	2588.0	178	165	190	195	1534014127777	both
1970-01-01 00:00:12.336	0.0	-0.25	0.0	0.0	3	82	-77	-27	-91	98496	528	0.10291403532028197	-62.1130256652832	0.0	0.0	-6199.0	-240.0	-99844.0	722	1245.128662109375	-56.894287109375	0.0	2016.0	2040.0	2580.0	173	171	187	199	1534046192749	both
1970-01-01 00:00:12.462	0.0	-0.25	0.0	0.0	3	82	-71	-25	-89	98483	528	0.09941679239273073	-64.59856414794922	0.0	0.0	-6551.0	-262.0	-99837.0	721	1269.9425048828125	-68.296142578125	0.0	1960.0	2092.0	2580.0	170	172	185	201	1534107318206	both
1970-01-01 00:00:12.492	0.0	-0.25	0.0	0.0	3	82	-75	-21	-97	98480	528	0.09939447790384293	-64.80158996582031	0.0	0.0	-6676.0	-260.0	-99738.0	722	1262.351318359375	-77.4283447265625	0.0	1968.0	2060.0	2588.0	178	166	190	193	1534122348266	both
1970-01-01 00:00:12.522	0.0	-0.25	0.0	0.0	3	82	-71	-25	-91	98496	528	0.09915318340063096	-64.93941497802734	0.0	0.0	-6762.0	-255.0	-99736.0	723	1264.0491943359375	-88.63956451416016	0.0	2056.0	2024.0	2564.0	175	168	188	195	1534134373748	both
1970-01-01 00:00:13.756	0.0	-0.25	0.0	0.0	3	81	-68	0	-90	98472	528	0.10716499388217926	-69.41220855712889	0.0	0.0	-895.0	235.0	-99853.0	734	251.8040771484375	34.068702697753906	0.0	2056.0	2056.0	2584.0	175	170	187	195	1535275612365	both
1970-01-01 00:00:13.818	0.0	-0.25	0.0	0.0	3	81	-75	-9	-93	98490	528	0.10419181734323503	-69.57460784912111	0.0	0.0	-2582.0	290.0	-99816.0	733	233.5170745849609	25.81283187866211	0.0	2140.0	2028.0	2584.0	177	171	186	191	1535304672302	both
1970-01-01 00:00:13.851	0.0	-0.25	0.0	0.0	3	81	-74	-8	-90	98487	528	0.10355284810066223	-69.63226318359375	0.0	0.0	-3809.0	277.0	-99814.0	731	234.73789978027344	19.241676330566406	0.0	2116.0	2020.0	2568.0	180	173	185	189	1535321707397	both
1970-01-01 00:00:14.042	0.0	-0.25	0.0	0.0	3	81	-72	-22	-94	98460	528	0.09960313886404036	-67.62356567382811	0.0	0.0	-9272.0	422.0	-99670.0	726	358.3459167480469	24.703887939453125	0.0	2052.0	2024.0	2576.0	185	177	186	188	1535414897979	both
1970-01-01 00:00:14.142	0.0	-0.25	0.0	0.0	3	81	-73	-27	-87	98484	528	0.0972803235054016	-67.67824554443361	0.0	0.0	-10128.0	363.0	-99638.0	727	481.01934814453125	19.9637393951416	0.0	2092.0	2056.0	2592.0	182	175	187	190	1535463998229	both
1970-01-01 00:00:14.172	0.0	-0.25	0.0	0.0	3	81	-74	-26	-84	98475	528	0.09756851941347122	-68.07872009277344	0.0	0.0	-10247.0	325.0	-99622.0	730	522.7896118164061	19.238452911376953	0.0	2116.0	2056.0	2604.0	179	174	186	191	1536013028259	both
1970-01-01 00:00:14.202	0.0	-0.25	0.0	0.0	3	81	-67	-23	-85	98457	528	0.09671958535909653	-67.49723052978516	0.0	0.0	-10297.0	340.0	-99609.0	731	554.7351684570311	24.340219497680664	0.0	2104.0	2044.0	2596.0	179	174	186	191	1536028058563	both
1970-01-01 00:00:14.238	0.0	-0.25	0.0	0.0	3	81	-71	-23	-93	98454	528	0.09659435600042343	-67.30923461914061	0.0	0.0	-10304.0	261.0	-99592.0	732	593.111083984375	28.51274108886719	0.0	2128.0	2060.0	2584.0	179	171	187	191	1536045093688	both
1970-01-01 00:00:14.308	0.0	-0.25	0.0	0.0	3	81	-72	-28	-90	98478	528	0.09490003436803818	-67.43394470214844	0.0	0.0	-10216.0	239.0	-99552.0	736	668.7001342773438	21.731088638305664	0.0	1916.0	2024.0	2592.0	179	169	189	190	1536080163940	both
1970-01-01 00:00:14.341	0.0	-0.25	0.0	0.0	3	81	-70	-26	-88	98478	528	0.09408582746982573	-67.16735076904297	0.0	0.0	-10126.0	234.0	-99553.0	737	692.95849609375	24.635234832763672	0.0	1944.0	2032.0	2588.0	176	170	187	192	1536094193817	both
1970-01-01 00:00:14.373	0.0	-0.25	0.0	0.0	3	81	-70	-24	-92	98460	528	0.09354335814714433	-67.23574066162111	0.0	0.0	-10095.0	184.0	-99502.0	738	740.8468627929688	26.01821136474609	0.0	1984.0	2020.0	2600.0	180	168	189	189	1536112229614	both
1970-01-01 00:00:14.403	0.0	-0.25	0.0	0.0	3	81	-70	-28	-88	98469	528	0.09229924529790877	-66.82157135009766	0.0	0.0	-10093.0	140.0	-99468.0	739	771.52001953125	30.11579513549805	0.0	2000.0	2028.0	2600.0	179	169	187	191	1536126259124	both
1970-01-01 00:00:14.438	0.0	-0.25	0.0	0.0	3	81	-71	-31	-87	98472	528	0.09173715114593506	-67.75691986083984	0.0	0.0	-10062.0	19.0	-99442.0	742	807.626953125	18.85210609436035	0.0	2044.0	2020.0	2576.0	177	168	186	192	1536143294311	both
1970-01-01 00:00:14.563	0.0	-0.25	0.0	0.0	3	81	-67	-29	-85	98481	528	0.09395818412303923	-69.44762420654297	0.0	0.0	-9803.0	-261.0	-99519.0	744	1027.81640625	23.501338958740234	0.0	2056.0	2104.0	2560.0	175	170	184	196	1536204419647	both
1970-01-01 00:00:14.628	0.0	-0.25	0.0	0.0	3	81	-66	-28	-92	98490	528	0.0947376787662506	-69.21615600585939	0.0	0.0	-9665.0	-288.0	-99505.0	745	1063.418701171875	40.69363403320313	0.0	1972.0	2088.0	2576.0	178	166	187	194	1536236484588	both
1970-01-01 00:00:14.729	0.0	-0.25	0.0	0.0	3	81	-70	-22	-84	98511	528	0.09497144818305968	-69.55361938476561	0.0	0.0	-9461.0	-339.0	-99648.0	753	1095.950439453125	59.5177001953125	0.0	2032.0	2076.0	2572.0	172	168	184	195	1536285584960	both
1970-01-01 00:00:14.759	0.0	-0.25	0.0	0.0	3	81	-71	-29	-91	98493	528	0.09482679516077043	-69.59446716308594	0.0	0.0	-9394.0	-343.0	-99674.0	755	1116.7181396484377	53.35356903076172	0.0	2004.0	2108.0	2564.0	171	167	185	194	1536300615447	both
1970-01-01 00:00:14.824	0.0	-0.25	0.0	0.0	3	81	-72	-26	-88	98499	528	0.09450139850378036	-69.72150421142578	0.0	0.0	-9194.0	-301.0	-99818.0	758	1169.7457275390625	50.06130599975586	0.0	1972.0	2096.0	2572.0	166	171	182	200	1536332680114	both
1970-01-01 00:00:14.854	0.0	-0.25	0.0	0.0	3	81	-66	-24	-90	98475	528	0.09449780732393263	-69.75849151611328	0.0	0.0	-9210.0	-200.0	-99789.0	758	1208.619140625	26.927703857421875	0.0	1984.0	2064.0	2580.0	171	168	186	194	1536346710327	both
1970-01-01 00:00:14.885	0.0	-0.25	0.0	0.0	3	81	-63	-31	-89	98490	528	0.09456918388605118	-69.64739227294922	0.0	0.0	-9240.0	-86.0	-99805.0	761	1275.265869140625	0.37955209612846375	0.0	2000.0	2024.0	2580.0	170	169	184	194	1536361740600	both
1970-01-01 00:00:16.228	0.0	0.25	0.0	0.0	3	81	-80	-2	-88	98466	528	0.0834965705871582	-68.77595520019531	0.0	0.0	118.0	143.0	-99910.0	734	107.21062469482422	-3.9632413387298575	0.0	2004.0	2048.0	2580.0	176	175	184	193	1538089084503	both
1970-01-01 00:00:16.258	0.0	0.25	0.0	0.0	3	81	-71	5	-91	98475	528	0.08260028809309006	-67.34846496582031	0.0	0.0	100.0	182.0	-99846.0	735	88.44222259521484	3.613511562347412	0.0	2020.0	2100.0	2580.0	186	173	184	181	1538103114471	both
1970-01-01 00:00:16.324	0.0	0.25	0.0	0.0	3	81	-66	2	-86	98478	528	0.08170446753501892	-66.04775238037111	0.0	0.0	540.0	147.0	-99759.0	731	59.88650894165039	8.477494239807129	0.0	1996.0	2096.0	2596.0	185	176	181	184	1538135179840	both
1970-01-01 00:00:16.389	0.0	0.25	0.0	0.0	3	81	-75	7	-89	98493	528	0.08016766607761383	-65.12018585205078	0.0	0.0	1862.0	109.0	-99747.0	730	26.674257278442386	5.422059059143066	0.0	2040.0	2056.0	2596.0	183	175	180	186	1538167244812	both
1970-01-01 00:00:16.424	0.0	0.25	0.0	0.0	3	81	-72	8	-88	98490	528	0.08025316894054413	-63.83745574951172	0.0	0.0	2704.0	164.0	-99623.0	730	8.89648723602295	6.87434196472168	0.0	2132.0	1980.0	2604.0	185	172	184	183	1538184280090	both
1970-01-01 00:00:16.459	0.0	0.25	0.0	0.0	3	81	-69	15	-85	98490	528	0.07919595390558243	-62.63214111328125	0.0	0.0	3538.0	173.0	-99565.0	730	-19.292015075683594	12.758543968200685	0.0	2100.0	1996.0	2568.0	183	173	182	185	1538201315368	both
1970-01-01 00:00:16.489	0.0	0.25	0.0	0.0	3	81	-68	6	-82	98469	528	0.07796257734298706	-62.87428283691406	0.0	0.0	4175.0	181.0	-99551.0	731	-47.975929260253906	4.189329147338866	0.0	2136.0	1988.0	2572.0	181	174	179	186	1538216345336	both
1970-01-01 00:00:16.519	0.0	0.25	0.0	0.0	3	81	-73	7	-87	98463	528	0.07726233452558517	-62.65226745605469	0.0	0.0	4798.0	211.0	-99564.0	732	-71.15644073486328	-2.7736830711364746	0.0	2144.0	2008.0	2580.0	178	176	178	188	1538231375183	both
1970-01-01 00:00:16.549	0.0	0.25	0.0	0.0	3	81	-69	17	-89	98478	528	0.07632312178611755	-61.00336456298828	0.0	0.0	5297.0	243.0	-99537.0	732	-111.95220947265624	2.2586679458618164	0.0	2096.0	2040.0	2584.0	184	174	181	182	1538245405303	both
1970-01-01 00:00:16.579	0.0	0.25	0.0	0.0	3	81	-68	16	-84	98505	528	0.07652905583381653	-60.769691467285156	0.0	0.0	5688.0	239.0	-99481.0	733	-139.33673095703122	6.545339584350586	0.0	2016.0	2064.0	2580.0	186	171	182	180	1538260435272	both
1970-01-01 00:00:16.645	0.0	0.25	0.0	0.0	3	81	-80	18	-88	98493	528	0.0731005147099495	-58.19239807128906	0.0	0.0	6396.0	323.0	-99486.0	735	-241.6656951904297	5.159881114959717	0.0	2096.0	2044.0	2580.0	181	176	179	183	1538292500823	both
1970-01-01 00:00:16.715	0.0	0.25	0.0	0.0	3	81	-69	21	-87	98490	528	0.07309471070766449	-57.27400207519531	0.0	0.0	6668.0	271.0	-99446.0	736	-319.8659362792969	11.572830200195312	0.0	2092.0	2044.0	2548.0	185	176	179	180	1538326571044	both
1970-01-01 00:00:16.840	0.0	0.25	0.0	0.0	3	80	-69	21	-89	98490	528	0.06737916171550751	-51.04059600830078	0.0	0.0	6674.0	218.0	-99337.0	737	-528.3467407226561	17.671459197998047	0.0	2152.0	2088.0	2560.0	191	178	177	175	1538387696136	both
1970-01-01 00:00:16.906	0.0	0.25	0.0	0.0	3	80	-72	18	-86	98466	528	0.06727565079927443	-50.20350646972656	0.0	0.0	6400.0	136.0	-99361.0	735	-591.2763061523438	17.099973678588867	0.0	2104.0	2104.0	2556.0	193	180	175	176	1538419761352	both
1970-01-01 00:00:16.966	0.0	0.25	0.0	0.0	3	80	-71	19	-85	98499	528	0.0646829679608345	-43.62812423706055	0.0	0.0	6252.0	133.0	-99377.0	733	-687.6638793945312	37.38240051269531	0.0	2120.0	2116.0	2588.0	192	183	174	177	1538449821624	both
1970-01-01 00:00:16.996	0.0	0.25	0.0	0.0	3	80	-71	23	-81	98469	528	0.0646606981754303	-42.09190368652344	0.0	0.0	6113.0	58.0	-99268.0	733	-734.6982421875	52.08672332763672	0.0	2072.0	2100.0	2596.0	196	180	175	174	1538463851654	both
1970-01-01 00:00:17.026	0.0	0.25	0.0	0.0	3	80	-71	19	-85	98493	528	0.06530532985925674	-42.10477066040039	0.0	0.0	6057.0	54.0	-99280.0	732	-769.2427978515625	52.44536209106445	0.0	2020.0	2072.0	2596.0	191	186	171	178	1538478881774	both
1970-01-01 00:00:17.061	0.0	0.25	0.0	0.0	3	80	-65	21	-85	98502	528	0.06533588469028473	-39.36765670776367	0.0	0.0	6001.0	-14.0	-99257.0	730	-796.4677734375	62.65956115722656	0.0	2076.0	2092.0	2592.0	193	184	172	178	1538495916809	both
1970-01-01 00:00:17.091	0.0	0.25	0.0	0.0	3	80	-74	18	-82	98478	528	0.06577927619218826	-38.88837432861328	0.0	0.0	5983.0	-14.0	-99274.0	730	-815.677490234375	56.5593147277832	0.0	2024.0	2116.0	2596.0	191	187	171	178	1538510947021	both
1970-01-01 00:00:17.156	0.0	0.25	0.0	0.0	3	80	-71	19	-83	98481	528	0.06680208444595337	-37.43693923950195	0.0	0.0	5893.0	64.0	-99284.0	731	-838.9156494140625	50.99291229248047	0.0	2064.0	2060.0	2584.0	196	183	175	171	1539077012084	both
1970-01-01 00:00:17.187	0.0	0.25	0.0	0.0	3	80	-66	24	-82	98508	528	0.06717034429311752	-37.148109436035156	0.0	0.0	5823.0	160.0	-99258.0	729	-852.3587646484375	54.26333236694336	0.0	2048.0	2080.0	2572.0	196	185	174	171	1539092042175	both
1970-01-01 00:00:17.221	0.0	0.25	0.0	0.0	3	80	-69	19	-83	98484	528	0.06800694763660431	-36.77052688598633	0.0	0.0	5789.0	262.0	-99262.0	730	-880.8269653320312	55.68503189086914	0.0	2068.0	1984.0	2596.0	194	186	174	171	1539109077239	both
1970-01-01 00:00:17.352	0.0	0.25	0.0	0.0	3	80	-67	19	-79	98478	528	0.06139754131436347	-21.416574478149414	0.0	0.0	5809.0	268.0	-99328.0	730	-1129.542724609375	19.553293228149414	0.0	2180.0	2036.0	2556.0	193	188	170	176	1539161183013	both
1970-01-01 00:00:17.382	0.0	0.25	0.0	0.0	3	80	-69	21	-87	98478	528	0.06090489029884338	-22.76494407653809	0.0	0.0	5891.0	236.0	-99363.0	731	-1123.5797119140623	9.664027214050293	0.0	2012.0	2056.0	2568.0	195	186	171	173	1539188237823	both
